代號,名稱,產業,評分,ROE(%),PE,PB,殖利率(%),負債率(%)
3360,尚立,電子通路業,5.62,10.8,23.82,3.81,5.56,30.86
4442,竣邦-KY,紡織纖維,5.61,12.58,23.78,5.0,6.84,43.4
5490,同亨,電腦及週邊設備業,5.61,22.22,39.14,4.63,5.94,31.62
1817,凱撒衛,玻璃陶瓷,5.6,27.19,35.44,3.12,7.31,66.79
6177,達麗,建材營造業,5.6,24.77,35.09,4.27,5.14,64.01
6188,廣明,電腦及週邊設備業,5.6,7.96,21.42,4.33,6.49,25.06
4166,友霖,其他,5.59,6.7,16.1,3.25,6.72,47.8
4183,福永生技,生技醫療業,5.59,12.8,26.74,3.86,6.17,35.13
6443,元晶,光電業,5.59,20.34,34.26,4.96,6.22,48.01
6208,日揚,電子零組件業,5.59,5.6,17.15,4.1,5.22,30.89
4163,鐿鈦,生技醫療業,5.58,14.19,29.93,3.46,5.35,24.35
6411,晶焱,半導體業,5.58,6.57,19.77,1.15,6.25,56.44
3085,新零售,數位雲端,5.56,20.2,29.32,4.7,5.06,69.28
3313,斐成,其他業,5.56,16.29,31.67,3.37,5.18,34.31
5905,南仁湖,觀光餐旅,5.55,14.2,28.9,2.53,5.27,48.69
6265,方土昶,電子通路業,5.55,12.05,28.53,2.29,7.9,33.32
00902,中信電池及儲能,其他,5.55,5.17,18.13,3.13,6.87,29.01
2611,志信,航運業,5.55,9.02,8.66,4.22,7.86,50.96
020035,元大上櫃ESG高息N,其他,5.55,22.56,37.59,2.02,7.14,51.75
3664,安瑞-KY,通信網路業,5.54,14.0,5.86,4.14,5.69,61.67
3339,泰谷,光電業,5.54,5.59,11.28,3.26,5.38,45.67
9910,豐泰,運動休閒,5.54,7.61,21.48,4.77,5.71,21.72
3434,哲固,光電業,5.54,8.21,18.56,2.04,5.87,56.15
4958,臻鼎-KY,電子零組件業,5.54,16.9,35.14,0.69,7.4,54.14
6910,德鴻,其他,5.53,16.48,39.67,0.66,6.94,39.59
1338,廣華-KY,汽車工業,5.53,22.55,32.73,4.7,7.9,63.93
4413,飛寶企業,紡織纖維,5.52,6.45,16.33,3.04,7.56,42.8
00719B,元大美債1-3,其他,5.52,9.99,18.56,4.63,6.41,50.33
00972,野村日本動能高息,其他,5.51,8.44,22.82,3.35,6.72,26.52
3024,憶聲,光電業,5.51,10.73,33.39,0.99,6.15,29.66
1805,寶徠,建材營造業,5.51,7.28,13.48,4.45,7.8,58.36
4127,天良,生技醫療業,5.5,13.65,31.14,2.58,5.19,37.8
2882A,國泰特,金融保險業,5.5,9.53,25.63,2.22,5.29,36.05
2032,新鋼,鋼鐵工業,5.49,5.28,13.34,1.72,5.63,64.11
8481,政伸,其他業,5.49,24.5,35.69,3.12,7.63,66.09
8431,匯鑽科,其他電子業,5.48,19.79,29.46,3.24,6.05,68.97
00653L,富邦印度正2,其他,5.48,7.44,6.31,4.91,7.17,39.01
00648R,元大S&P500反1,其他,5.48,28.72,38.94,3.16,5.51,50.63
00753L,中信中國50正2,其他,5.47,15.69,26.59,2.13,6.13,69.68
6234,高僑,光電業,5.47,7.02,20.02,2.76,5.56,44.98
2882B,國泰金乙特,金融保險業,5.47,6.66,17.06,4.0,6.61,46.37
4305,世坤,塑膠工業,5.47,8.8,23.64,4.03,6.86,25.58
3607,谷崧,電子零組件業,5.47,8.9,10.24,4.41,5.99,68.81
3522,御嵿,觀光餐旅,5.46,21.74,34.75,4.0,5.82,53.84
6150,撼訊,電腦及週邊設備業,5.46,6.93,14.44,3.04,7.24,51.24
6903,巨漢,其他,5.46,16.78,38.15,0.99,5.16,43.57
1102,亞泥,水泥工業,5.46,17.57,37.93,1.01,5.62,48.29
1203,味王,食品工業,5.45,21.14,31.48,3.67,5.38,62.99
6680,鑫創電子,電腦及週邊設備業,5.45,14.51,35.15,1.99,7.85,37.85
4743,合一,生技醫療業,5.45,17.21,28.78,2.19,6.7,64.92
8437,大地-KY,其他業,5.44,14.61,25.42,4.94,5.22,51.64
0057,富邦摩台,其他,5.44,6.45,19.5,3.28,5.99,35.93
2610,華航,航運業,5.44,11.15,6.16,2.61,5.79,67.08
00836B,永豐10年A公司債,其他,5.43,19.82,39.94,2.69,5.95,31.45
5511,德昌,建材營造業,5.43,9.0,28.02,0.95,5.25,43.32
3663,鑫科,其他電子業,5.43,11.58,33.96,0.6,7.52,30.18
1232,大統益,食品工業,5.43,14.63,33.04,1.8,6.76,48.11
6441,廣錠,電腦及週邊設備業,5.42,5.55,6.83,4.26,6.52,24.69
8183,精星,其他電子業,5.42,6.97,27.84,1.43,7.52,28.09
00773B,中信優先金融債,其他,5.41,10.27,28.57,1.31,6.96,47.28
6649,台生材,生技醫療業,5.41,6.63,13.74,4.26,5.52,50.98
1808,潤隆,建材營造業,5.41,6.44,23.5,1.17,7.27,43.91
4976,佳凌,光電業,5.4,5.78,26.46,1.37,5.42,22.92
009800,中信NASDAQ,其他,5.4,13.53,29.3,3.17,7.77,31.75
6666,羅麗芬-KY,生技醫療業,5.39,15.21,32.9,3.98,5.79,23.73
2453,凌群,資訊服務業,5.39,16.85,28.84,3.86,7.86,55.29
2489,瑞軒,光電業,5.38,17.11,31.69,2.45,6.01,54.94
5469,瀚宇博,電子零組件業,5.37,8.42,23.96,4.06,6.19,21.35
2601,益航,貿易百貨業,5.37,19.27,39.72,2.33,5.02,39.19
3537,堡達,電子零組件業,5.35,6.5,22.82,2.18,7.19,39.01
1342,八貫,其他業,5.35,14.39,33.32,0.85,5.34,52.56
2881B,富邦金乙特,金融保險業,5.35,8.11,8.35,2.91,7.0,68.27
00878,國泰永續高股息,其他,5.35,25.2,37.48,4.92,6.62,60.31
6606,建德工業,電機機械,5.33,8.24,9.79,4.32,6.83,60.08
1475,業旺,紡織纖維,5.31,11.19,5.39,2.93,7.83,62.69
5546,永固-KY,建材營造業,5.3,17.24,30.09,4.14,6.26,52.33
8410,森田,電腦及週邊設備業,5.29,15.86,30.81,2.48,6.47,56.02
2634,漢翔,航運業,5.29,14.95,24.64,4.34,6.34,62.15
6890,來億-KY,其他,5.29,18.5,34.3,1.51,5.33,69.98
00656R,國泰中國A50反1,其他,5.27,8.05,24.31,3.56,5.57,20.69
3010,華立,電子通路業,5.27,5.84,21.34,4.29,6.62,29.4
6743,安普新,其他電子業,5.27,21.95,36.63,4.41,7.08,55.29
6409,旭隼,其他電子業,5.25,14.61,30.76,1.44,7.99,61.03
1304,台聚,塑膠工業,5.24,7.43,11.04,4.25,7.54,68.52
3354,律勝,電子零組件業,5.24,20.18,37.02,2.79,7.18,52.46
00631L,元大台灣50正2,其他,5.24,9.59,32.89,1.13,5.31,27.04
2467,志聖,電子零組件業,5.23,14.11,26.49,2.86,5.33,64.92
00840B,凱基IG精選15+,其他,5.23,9.09,5.12,2.33,7.09,51.8
00654R,富邦印度反1,其他,5.23,22.11,37.12,3.27,6.25,54.57
8931,大汽電,油電燃氣業,5.23,10.17,27.51,3.52,7.48,26.08
8044,網家,數位雲端,5.22,18.67,32.67,4.46,6.27,54.7
00921,兆豐龍頭等權重,其他,5.22,5.92,19.37,1.19,6.96,61.9
5474,聰泰,電腦及週邊設備業,5.22,17.65,36.27,2.98,6.16,44.22
6508,惠光,農業科技業,5.21,13.74,31.14,1.97,6.56,53.43
6698,旭暉應材,其他電子業,5.21,17.38,31.03,4.63,5.4,54.12
00679B,元大美債20年,其他,5.2,17.45,36.15,0.71,6.9,69.95
6527,明達醫,生技醫療業,5.19,18.08,34.58,1.63,5.98,64.68
8083,瑞穎,電機機械,5.19,12.62,34.82,1.53,7.7,33.59
7709,榮田,其他,5.17,20.85,39.75,1.05,5.85,67.24
5206,坤悅,建材營造業,5.16,9.35,26.94,1.45,6.31,59.89
3455,由田,光電業,5.16,11.85,31.51,2.99,5.25,39.14
020041,兆豐半導體氣候N,其他,5.15,8.29,29.38,0.96,7.98,48.9
3615,安可,光電業,5.14,18.02,32.44,2.91,7.92,65.99
8284,三竹,資訊服務業,5.14,6.59,22.17,4.52,6.9,35.35
1587,吉茂,汽車工業,5.13,9.89,24.22,3.78,5.52,48.03
1454,台富,紡織纖維,5.13,5.63,9.34,4.67,7.59,50.36
6538,倉和,電子零組件業,5.13,6.69,22.4,3.15,7.6,39.71
3494,誠研,電腦及週邊設備業,5.12,10.25,36.03,0.98,5.12,20.98
00647L,元大S&P500正2,其他,5.11,6.63,12.23,4.24,6.46,60.43
6432,今展科,電子零組件業,5.11,13.68,24.43,4.05,5.13,68.61
1217,愛之味,食品工業,5.11,14.25,32.65,3.06,6.49,31.43
00676R,富邦臺灣加權反1,其他,5.11,6.13,21.86,4.83,6.03,38.77
3432,台端,電子零組件業,5.11,15.37,34.13,3.17,6.06,37.3
2455,全新,通信網路業,5.1,9.31,26.19,0.82,5.17,62.71
6509,聚和,化學工業,5.1,7.85,8.85,4.5,5.27,61.41
1110,東泥,水泥工業,5.08,12.02,24.94,2.45,7.19,60.7
8433,弘帆,居家生活,5.07,10.94,23.59,2.4,7.54,67.82
3518,柏騰,其他電子業,5.07,5.91,21.92,2.87,7.08,46.36
3437,榮創,光電業,5.06,7.13,21.06,4.13,5.95,47.94
5514,三豐,建材營造業,5.06,5.23,23.55,1.64,5.37,43.31
4581,光隆精密-KY,汽車工業,5.06,5.46,21.38,4.15,6.97,32.05
6578,達邦蛋白,農業科技業,5.05,6.56,22.95,3.92,7.02,30.83
8349,恒耀,鋼鐵工業,5.05,7.35,18.95,4.03,5.98,54.89
2514,龍邦,其他業,5.05,11.06,28.89,2.7,6.49,44.26
00888,永豐台灣ESG,其他,5.04,16.87,36.78,2.65,6.16,41.82
3556,禾瑞亞,半導體業,5.01,16.26,34.94,1.09,5.3,61.78
00952,凱基台灣AI50,其他,5.01,6.02,13.54,3.9,7.03,61.05
3030,德律,其他電子業,5.0,11.29,27.16,2.32,6.77,51.3
8024,佑華,半導體業,5.0,11.51,24.89,3.07,6.63,57.47
2547,日勝生,建材營造業,4.99,12.09,32.01,3.92,7.44,20.6
9918,欣天然,油電燃氣業,4.99,6.3,24.35,1.41,6.79,54.96
00763U,期街口道瓊銅,其他,4.98,5.79,10.75,4.62,7.83,61.49
1591,駿吉-KY,電機機械,4.98,9.43,5.12,2.27,7.08,65.77
8401,白紗科,其他業,4.98,17.94,38.7,3.05,5.82,35.28
6246,臺龍,光電業,4.98,8.38,23.44,4.7,6.39,47.05
2462,良得電,電子零組件業,4.97,7.22,19.47,2.53,5.47,68.03
00680L,元大美債20正2,其他,4.96,14.72,39.52,0.86,6.24,42.48
3548,兆利,電子零組件業,4.96,22.25,37.08,4.95,5.43,67.32
6662,樂斯科,生技醫療業,4.96,17.45,35.67,4.42,5.42,47.87
2477,美隆電,其他電子業,4.95,7.04,25.61,3.34,6.02,21.18
3004,豐達科,鋼鐵工業,4.94,8.79,28.09,3.55,7.12,24.71
4999,鑫禾,電子零組件業,4.93,17.41,35.85,3.98,6.63,40.9
6721,信實,其他業,4.92,18.33,34.73,3.73,7.61,59.1
2444,兆勁,通信網路業,4.92,21.02,35.78,4.26,6.9,69.32
7799,禾榮科,其他,4.92,8.78,7.03,4.52,5.45,62.52
4979,華星光,通信網路業,4.91,7.12,24.85,3.57,7.29,31.24
00939,統一台灣高息動能,其他,4.9,10.94,29.99,1.51,6.07,53.22
2465,麗臺,電腦及週邊設備業,4.89,16.52,29.99,4.56,5.38,65.15
5291,邑昇,電子零組件業,4.89,12.32,34.41,0.73,6.79,57.81
6133,金橋,電子零組件業,4.89,12.98,35.32,2.8,5.86,37.67
6221,晉泰,資訊服務業,4.88,15.74,31.56,2.91,5.99,67.83
020025,統一亞洲半導體N,其他,4.87,17.69,31.75,4.71,6.32,60.97
4120,友華,生技醫療業,4.87,7.02,8.32,4.45,7.07,66.64
1526,日馳,電機機械,4.86,6.13,5.74,2.45,7.37,58.7
8466,美吉吉-KY,其他業,4.86,17.0,35.94,2.72,6.66,52.72
01007T,兆豐國泰R2,其他,4.81,18.72,33.64,3.03,7.41,63.24
8111,立碁,光電業,4.8,6.2,5.32,2.21,5.11,50.7
6754,匯僑設計,居家生活,4.79,11.68,29.44,2.91,5.65,54.54
2356,英業達,電腦及週邊設備業,4.78,6.41,19.93,2.21,5.72,69.87
2548,華固,建材營造業,4.78,14.08,36.44,4.33,6.45,22.94
3306,鼎天,通信網路業,4.77,7.39,26.38,1.82,5.04,54.82
2472,立隆電,電子零組件業,4.77,5.98,25.76,4.48,7.38,21.22
8936,國統,其他業,4.76,10.48,23.06,4.69,5.33,60.66
3666,光耀,光電業,4.76,7.19,28.64,2.71,7.38,30.21
3164,景岳,生技醫療業,4.75,5.12,23.48,4.53,7.98,30.77
4707,磐亞,化學工業,4.74,11.03,35.21,1.14,7.33,42.88
8438,昶昕,綠能環保,4.74,11.72,34.89,1.61,7.25,41.28
4585,達明,其他,4.73,7.94,19.89,3.66,7.2,63.1
2397,友通,電腦及週邊設備業,4.73,8.35,31.7,2.63,7.47,22.02
2915,潤泰全,貿易百貨業,4.72,13.37,38.48,2.96,7.76,28.45
3067,全域,其他電子業,4.72,5.64,21.94,2.88,6.5,59.48
2539,櫻花建,建材營造業,4.71,7.17,26.52,2.86,6.0,47.1
5468,凱鈺,半導體業,4.7,10.34,25.87,3.27,5.36,51.13
4767,誠泰科技,化學工業,4.7,16.49,36.54,2.95,6.98,56.5
2852,第一保,金融保險業,4.69,16.79,39.59,2.81,5.78,46.17
8933,愛地雅,運動休閒,4.68,5.14,19.08,3.02,7.06,53.36
2305,全友,電腦及週邊設備業,4.66,6.94,24.18,3.34,5.74,41.86
6168,宏齊,光電業,4.66,12.88,27.06,4.75,6.07,65.36
2033,佳大,鋼鐵工業,4.65,16.72,34.79,2.08,5.56,68.62
3266,昇陽,建材營造業,4.65,16.31,39.27,4.34,7.28,30.63
8940,新天地,觀光餐旅,4.65,8.56,21.38,4.78,5.39,67.6
912000,晨訊科-DR,其他,4.63,5.83,25.47,0.55,6.43,60.73
6126,信音,電子零組件業,4.63,17.02,32.87,3.09,5.36,64.95
6423,億而得-創,半導體業,4.62,7.24,26.12,1.42,5.19,60.57
1504,東元,電機機械,4.6,7.9,37.19,0.94,5.06,25.32
00875,國泰網路資安,其他,4.6,9.03,24.98,3.18,6.83,59.9
8464,億豐,居家生活,4.56,14.81,38.01,2.52,5.25,40.41
6216,居易,通信網路業,4.55,15.05,33.37,2.0,6.15,61.4
5278,尚凡*,數位雲端,4.54,6.05,27.72,3.95,7.51,24.25
1702,南僑,食品工業,4.54,12.05,35.72,3.6,5.86,26.17
1264,德麥,食品工業,4.53,8.49,38.57,0.76,5.83,29.12
2891C,中信金丙特,金融保險業,4.53,14.42,38.95,1.33,6.26,55.46
3171,炎洲流通,居家生活,4.51,12.68,36.82,3.69,7.76,27.94
3702,大聯大,電子通路業,4.48,11.08,26.19,3.99,7.33,69.73
9136,巨騰-DR,其他,4.47,6.96,28.28,3.53,7.51,35.57
00638R,元大滬深300反1,其他,4.43,14.16,33.2,2.51,6.96,60.58
3158,嘉實,其他,4.4,7.54,32.1,2.1,6.36,32.02
4543,萬在,電機機械,4.39,14.19,36.07,2.33,5.18,50.01
8076,伍豐,電腦及週邊設備業,4.38,5.45,27.01,0.71,7.07,62.42
9950,萬國通,塑膠工業,4.38,14.93,37.16,3.97,5.91,44.55
2752,豆府,觀光餐旅,4.36,14.71,37.01,4.74,6.19,49.6
3062,建漢,通信網路業,4.36,8.12,28.22,1.71,6.92,66.15
3211,順達,電腦及週邊設備業,4.35,8.05,23.27,4.91,6.41,68.74
006201,元大富櫃50,其他,4.34,9.61,25.39,3.15,6.06,68.43
00981T,平衡凱基雙核收息,其他,4.31,13.48,39.54,4.8,7.87,23.89
3543,州巧,光電業,4.31,18.11,36.96,3.76,7.27,62.36
00986A,主動台新龍頭成長,其他,4.29,9.04,30.02,3.6,6.93,41.55
6531,愛普*,半導體業,4.27,6.45,30.51,1.3,5.8,58.1
5315,光聯,光電業,4.27,13.46,38.59,2.19,6.32,44.89
8210,勤誠,電腦及週邊設備業,4.26,8.28,31.76,3.7,5.97,33.58
4558,寶緯,電機機械,4.22,5.28,20.66,3.89,6.76,67.45
4104,佳醫,生技醫療業,4.22,5.66,34.86,1.34,5.69,31.86
3490,單井,光電業,4.21,6.74,22.65,4.82,6.82,64.54
2399,映泰,電腦及週邊設備業,4.21,5.72,26.28,4.87,5.45,49.38
5903,全家,居家生活,4.2,10.06,39.7,1.74,6.92,32.07
00860B,群益1-5Y投資級債,其他,4.17,13.43,39.38,2.07,5.06,47.2
1402,遠東新,紡織纖維,4.13,7.35,37.85,1.66,7.72,25.04
00674R,期元大S&P黃金反1,其他,4.13,7.21,26.48,4.87,6.33,58.95
00637L,元大滬深300正2,其他,4.13,12.3,38.25,4.66,7.17,33.09
2493,揚博,電子零組件業,4.13,16.56,36.44,4.45,7.71,60.81
00904,新光臺灣半導體30,其他,4.12,15.44,34.97,3.46,5.19,69.55
4935,茂林-KY,光電業,4.11,11.13,38.1,3.15,7.53,26.61
1612,宏泰,電器電纜,4.09,12.05,36.98,1.42,6.46,68.37
2302,麗正,半導體業,4.09,13.83,35.64,4.25,7.54,58.71
9902,台火,其他業,4.08,8.32,35.87,2.8,6.64,30.42
1463,強盛新,紡織纖維,4.07,8.91,29.21,2.25,6.43,63.14
00945B,凱基美國非投等債,其他,4.06,18.39,39.47,4.93,5.95,60.14
1589,永冠-KY,電機機械,4.05,6.73,30.26,1.44,5.04,60.18
4568,科際精密,電機機械,4.05,5.48,22.27,4.54,6.51,66.08
1604,聲寶,電器電纜,4.04,6.78,34.13,2.75,7.45,39.3
1218,泰山,食品工業,4.03,5.39,33.63,2.07,6.24,27.78
1460,宏遠,紡織纖維,4.03,9.33,36.35,4.43,7.09,27.62
6874,倍力,資訊服務業,4.03,6.99,24.49,4.39,7.77,60.47
00724B,群益投資級金融債,其他,4.02,11.44,35.48,2.19,5.58,55.61
6693,廣閎科,半導體業,4.02,12.18,39.03,3.24,5.23,31.08
4572,駐龍,電機機械,4.01,9.29,32.75,2.53,6.01,56.69
2607,榮運,航運業,4.0,10.93,37.45,0.69,7.9,67.88
8038,長園科,電子零組件業,4.0,7.77,35.78,1.77,7.7,47.45
1570,力肯,電機機械,3.99,7.35,35.34,1.71,5.87,41.34
5488,松普,電子零組件業,3.98,12.44,39.67,4.91,7.43,38.64
2258,鴻華先進-創,汽車工業,3.98,9.7,38.52,1.87,7.28,48.93
020012,富邦行動通訊N,其他,3.94,10.93,35.52,3.21,7.97,47.55
2504,國產,建材營造業,3.93,17.79,39.71,4.22,5.5,67.28
3272,東碩,電腦及週邊設備業,3.92,10.3,39.83,1.57,6.57,45.55
5245,智晶,光電業,3.92,10.14,39.58,0.59,7.63,58.86
2405,輔信,電腦及週邊設備業,3.92,10.32,38.63,1.01,6.26,57.41
4907,富宇,建材營造業,3.91,15.94,39.91,4.19,6.02,50.43
9914,美利達,運動休閒,3.9,5.79,31.43,4.18,7.52,33.1
6672,騰輝電子-KY,電子零組件業,3.89,7.03,28.17,2.69,7.81,65.34
4167,松瑞藥,生技醫療業,3.89,5.65,23.88,3.69,5.56,69.65
2486,一詮,光電業,3.86,10.23,32.74,2.62,7.46,64.23
4417,金洲,紡織纖維,3.85,6.44,38.99,1.72,5.24,27.5
2204,中華,汽車工業,3.84,6.84,33.38,3.92,6.32,34.22
00694B,富邦美債1-3,其他,3.83,10.71,39.87,4.23,6.14,20.51
00848B,中信新興亞洲債,其他,3.8,8.27,30.57,2.52,6.9,62.02
1516,川飛,其他業,3.8,7.45,34.48,4.89,6.55,34.43
1268,漢來美食,觀光餐旅,3.79,5.75,27.36,4.72,7.32,50.68
5009,榮剛,鋼鐵工業,3.79,5.3,31.74,2.84,6.31,46.16
1315,達新,塑膠工業,3.74,12.34,39.07,2.63,7.23,58.12
1536,和大,汽車工業,3.73,5.66,32.73,2.66,6.86,40.85
00917,中信特選金融,其他,3.73,11.29,35.26,2.34,7.76,66.03
5515,建國,建材營造業,3.72,9.63,33.07,2.92,7.48,68.63
00956,中信日經高股息,其他,3.71,5.41,35.03,1.96,6.2,49.38
1439,雋揚,建材營造業,3.69,7.13,34.97,0.81,6.8,63.23
2063,世鎧,鋼鐵工業,3.67,7.66,38.38,2.29,5.02,33.82
8938,明安,運動休閒,3.66,7.7,28.53,4.97,7.77,66.29
3114,好德,電子零組件業,3.62,9.89,36.74,3.87,5.97,45.57
6937,天虹,半導體業,3.6,6.68,30.12,4.13,7.41,57.56
6504,南六,其他業,3.59,9.41,31.36,3.11,6.67,62.52
2546,根基,建材營造業,3.54,8.19,38.9,1.07,7.99,53.63
3438,類比科,半導體業,3.53,7.6,34.46,3.59,7.67,47.6
4951,精拓科,半導體業,3.51,6.67,33.43,3.93,6.47,42.64
1308,亞聚,塑膠工業,3.49,8.5,36.04,4.37,5.16,40.3
3576,聯合再生,光電業,3.49,9.55,39.94,2.32,5.17,41.01
2897,王道銀行,金融保險業,3.48,12.53,38.93,2.34,6.37,68.99
2722,夏都,觀光餐旅,3.46,13.09,37.34,4.92,5.38,63.64
6727,亞泰金屬,電子零組件業,3.44,8.95,34.53,3.85,6.71,57.27
6988,威力暘-創,其他,3.43,5.61,36.4,3.02,5.66,27.3
00990A,主動元大AI新經濟,其他,3.33,5.23,35.48,3.81,7.5,36.89
6118,建達,電子通路業,3.31,5.08,27.97,4.71,7.45,60.35
8091,翔名,電子零組件業,3.28,7.41,38.81,1.84,7.27,59.94
7769,鴻勁,其他,3.22,7.06,33.83,4.57,7.23,53.46
6643,M31,半導體業,3.21,5.68,32.05,2.6,6.81,62.38
3380,明泰,通信網路業,3.2,5.33,39.23,0.78,6.42,55.98
2002,中鋼,鋼鐵工業,3.09,7.1,,0.98,5.55,66.32
6547,高端疫苗,生技醫療業,3.08,7.04,39.94,2.96,5.71,47.95
00707R,期元大S&P日圓反1,其他,3.05,6.85,39.96,4.53,5.43,37.52
00946,群益科技高息成長,其他,2.99,7.26,33.49,3.97,5.79,61.13
6124,業強,電子零組件業,2.82,7.32,37.55,4.41,5.73,51.82
6264,富裔,建材營造業,2.81,6.43,38.9,1.75,7.84,61.46
2408,南亞科,半導體業,2.81,5.36,,3.72,6.59,38.21
1904,正隆,造紙工業,2.71,7.93,39.27,4.49,6.7,59.31
2820,華票,金融保險業,2.7,6.3,39.65,4.95,6.13,48.31
3311,閎暉,通信網路業,2.67,9.41,39.02,4.7,6.96,64.16
3037,欣興,電子零組件業,2.46,8.83,103.83,3.6,7.86,64.02
4198,欣大健康,生技醫療業,2.45,7.64,38.49,4.85,6.38,65.77
00857B,永豐20年美公債,其他,2.45,6.84,37.42,4.51,7.31,62.97
1735,日勝化,化學工業,2.44,7.28,38.14,3.44,7.33,66.91
